shipment_id,source_hub,destination_hub,intermediate_hub,corridor,route_id,route_type,vehicle_type,route_distance,traffic_level,weather_condition,congestion_score,num_stops,hub_load,hub_capacity,shipment_priority,time_of_day,day_of_week,actual_delivery_time,promised_delivery_time,delivery_time_hrs,delay_minutes,sla_breach,shipment_datetime
SHP00118,Vadodara,Nagpur,Chennai,General Network,Vadodara_Nagpur,Expressway,Container,1131,0.82,Storm,0.836,6,0.86,750,Economy,Afternoon,Thursday,60.579,20.995,60.579,2794.4,0,2024-12-26 17:00:00
SHP00119,Delhi,Kochi,,General Network,Delhi_Kochi,Mixed,Carting Vehicle,958,0.4,Cloudy,0.488,0,0.62,4800,Express,Evening Rush,Wednesday,29.21,29.203,29.21,475.3,0,2024-07-31 20:00:00
SHP00120,Vizag,Patna,,General Network,Vizag_Patna,Rural,Mini Truck,2452,0.33,Storm,0.278,1,0.2,850,Standard,Morning Rush,Wednesday,168.775,72.0,168.775,6493.9,1,2024-01-31 08:00:00
SHP00121,Chandigarh,Delhi,,General Network,Chandigarh_Delhi,Rural,Carting Vehicle,1824,0.79,Heavy Rain,0.866,5,0.98,1000,Express,Midday,Sunday,149.86,48.0,149.86,5749.0,1,2024-12-15 10:00:00
SHP00122,Nagpur,Chennai,,General Network,Nagpur_Chennai,City Road,Container,95,0.21,Fog,0.518,6,0.98,1600,Economy,Evening Rush,Monday,9.694,8.028,9.694,390.0,0,2024-08-05 18:00:00
SHP00123,Ahmedabad,Chandigarh,,General Network,Ahmedabad_Chandigarh,Rural,Carting Vehicle,237,0.94,Cloudy,0.876,0,0.78,2600,Same-Day,Morning Rush,Thursday,12.794,10.398,12.794,346.3,0,2024-10-31 07:00:00
SHP00124,Delhi,Jaipur,,NCR-Rajasthan Corridor,Delhi_Jaipur,Highway,Carting Vehicle,319,0.59,Heavy Rain,0.674,6,,4800,Economy,Afternoon,Monday,18.373,11.175,18.373,783.4,0,2024-10-21 16:00:00
SHP00125,Surat,Ahmedabad,Chandigarh,General Network,Surat_Ahmedabad,Rural,Mini Truck,837,0.37,Cloudy,0.322,4,0.25,1800,Express,Night,Sunday,29.248,30.44,29.248,514.9,0,2024-07-14 22:00:00
SHP00126,Bhopal,Hyderabad,Jaipur,General Network,Bhopal_Hyderabad,Rural,Container,700,0.53,Heavy Rain,0.67,2,0.88,1200,Express,Night,Saturday,45.119,28.662,45.119,1609.1,0,2024-10-12 22:00:00
SHP00127,Jaipur,Pune,,General Network,Jaipur_Pune,Rural,Mini Truck,863,0.86,Storm,0.624,5,0.27,2200,Standard,Midday,Sunday,80.364,29.454,80.364,3543.3,1,2024-10-27 12:00:00
SHP00128,Surat,Lucknow,,General Network,Surat_Lucknow,Highway,FTL Truck,942,0.77,,0.782,1,0.8,1800,Express,Evening Rush,Saturday,20.205,19.41,20.205,505.8,0,2024-07-13 20:00:00
SHP00129,Nagpur,Lucknow,Pune,General Network,Nagpur_Lucknow,Rural,Mini Truck,1404,0.19,Rain,0.51,3,0.99,1600,Economy,Evening Rush,Monday,64.262,46.65,64.262,1775.7,0,2024-05-13 19:00:00
SHP00130,Surat,Ahmedabad,Vadodara,General Network,Surat_Ahmedabad,Expressway,Mini Truck,1165,0.6,Fog,0.74,2,0.95,1800,Express,Afternoon,Wednesday,29.812,20.676,29.812,971.2,0,2024-03-27 17:00:00
SHP00131,Chandigarh,Kolkata,Vizag,General Network,Chandigarh_Kolkata,Mixed,Container,278,0.13,Storm,0.43,6,0.88,1000,Standard,Evening Rush,Sunday,16.418,8.123,16.418,658.0,0,2024-09-15 20:00:00
SHP00132,Chandigarh,Mumbai,,General Network,Chandigarh_Mumbai,Highway,FTL Truck,1255,0.12,Fog,0.384,4,0.78,1000,Economy,Morning Rush,Monday,31.689,23.116,31.689,960.1,0,2024-04-01 09:00:00
SHP00133,Coimbatore,Hyderabad,Bhopal,General Network,Coimbatore_Hyderabad,City Road,Express Van,1772,0.34,Cloudy,0.412,2,0.52,900,Same-Day,Morning Rush,Saturday,53.942,24.0,53.942,595.1,1,2024-11-30 07:00:00
SHP00134,Indore,Kochi,Coimbatore,General Network,Indore_Kochi,Expressway,Carting Vehicle,1472,0.17,Clear,0.454,5,0.88,1400,Standard,Midday,Monday,27.683,31.437,27.683,421.4,0,2024-01-22 13:00:00
SHP00135,Jaipur,Delhi,Lucknow,NCR-Rajasthan Corridor,Jaipur_Delhi,Highway,Container,1369,0.61,Storm,0.458,6,0.23,2200,Same-Day,Afternoon,Friday,59.207,24.0,59.207,2344.5,1,2024-02-09 15:00:00
SHP00136,Kochi,Indore,,General Network,Kochi_Indore,Mixed,Carting Vehicle,2153,0.81,Rain,0.786,0,0.75,800,Economy,Evening Rush,Sunday,123.862,66.552,123.862,4561.1,1,2024-06-23 18:00:00
SHP00137,Surat,Mumbai,Kolkata,General Network,Surat_Mumbai,Rural,Carting Vehicle,877,0.42,Heavy Rain,0.632,3,0.95,1800,Economy,Afternoon,Monday,71.345,37.633,71.345,2721.6,0,2024-02-12 14:00:00
SHP00138,Indore,Surat,,General Network,Indore_Surat,Rural,FTL Truck,1190,0.95,Clear,0.794,6,0.56,1400,Standard,Night,Friday,48.002,37.173,48.002,1293.4,0,2024-10-11 22:00:00
SHP00139,Mumbai,Chennai,Patna,General Network,Mumbai_Chennai,Rural,Container,148,0.64,Fog,0.568,3,0.46,5000,Standard,Night,Saturday,10.276,10.001,10.276,384.4,0,2024-05-04 22:00:00
SHP00140,Kolkata,Hyderabad,,General Network,Kolkata_Hyderabad,Rural,Mini Truck,1823,0.23,,0.27,2,0.33,3200,Same-Day,Evening Rush,Monday,63.922,24.0,63.922,1134.6,1,2024-05-06 21:00:00
SHP00141,Pune,Chandigarh,,General Network,Pune_Chandigarh,Highway,FTL Truck,1657,0.95,Cloudy,0.758,4,0.47,2800,Same-Day,Afternoon,Sunday,36.044,24.0,36.044,919.9,1,2024-06-02 16:00:00
SHP00142,Pune,Coimbatore,,General Network,Pune_Coimbatore,Rural,Express Van,2453,0.36,Cloudy,0.52,3,0.76,2800,Economy,Morning Rush,Friday,76.313,65.765,76.313,1734.7,0,2024-07-05 09:00:00
SHP00143,Pune,Vadodara,,General Network,Pune_Vadodara,Mixed,Mini Truck,1277,0.95,Cloudy,0.718,6,0.37,2800,Standard,Afternoon,Friday,48.639,34.276,48.639,1499.5,0,2024-05-03 14:00:00
SHP00144,Bhopal,Indore,Ahmedabad,General Network,Bhopal_Indore,Highway,Container,1827,0.46,Heavy Rain,0.52,6,0.61,1200,Economy,Morning Rush,Tuesday,76.451,38.734,76.451,2975.0,0,2024-10-01 08:00:00
SHP00145,Nagpur,Kolkata,,General Network,Nagpur_Kolkata,Mixed,Express Van,499,0.97,Clear,0.798,0,0.54,1600,Economy,Evening Rush,Wednesday,14.631,11.286,14.631,443.9,0,2024-07-10 18:00:00
SHP00146,Kochi,Coimbatore,Chennai,General Network,Kochi_Coimbatore,City Road,Mini Truck,564,0.19,Rain,0.326,0,0.53,800,Standard,Evening Rush,Monday,29.161,27.413,29.161,675.3,0,2024-09-23 21:00:00
SHP00147,Patna,Chandigarh,,General Network,Patna_Chandigarh,Rural,FTL Truck,1491,0.83,Clear,0.614,6,0.29,1100,Same-Day,Afternoon,Friday,49.698,24.0,49.698,993.9,1,2024-03-22 16:00:00
SHP00148,Patna,Ahmedabad,,General Network,Patna_Ahmedabad,Expressway,Carting Vehicle,916,0.68,Storm,0.628,0,0.55,1100,Express,Afternoon,Monday,40.642,20.532,40.642,1667.2,0,2024-04-15 14:00:00
SHP00149,Bangalore,Vadodara,,General Network,Bangalore_Vadodara,Highway,Express Van,2117,0.39,Fog,0.462,2,0.57,4200,Express,Evening Rush,Saturday,42.877,31.371,42.877,1191.9,0,2024-06-29 20:00:00
SHP00150,Lucknow,Vadodara,Kochi,General Network,Lucknow_Vadodara,Highway,Express Van,1618,0.21,Storm,0.302,1,0.44,2000,Express,Evening Rush,Monday,42.526,24.415,42.526,1496.4,0,2024-07-15 19:00:00
SHP00151,Kolkata,Kochi,,General Network,Kolkata_Kochi,City Road,Carting Vehicle,321,0.27,Heavy Rain,0.51,4,0.87,3200,Same-Day,Evening Rush,Saturday,25.65,19.143,25.65,805.3,1,2024-11-30 21:00:00
SHP00152,Chandigarh,Bhopal,,General Network,Chandigarh_Bhopal,Expressway,FTL Truck,1278,0.61,Heavy Rain,0.702,1,0.84,1000,Express,Evening Rush,Thursday,34.581,19.161,34.581,1267.7,0,2024-08-22 21:00:00
SHP00153,Chennai,Vadodara,Bangalore,General Network,Chennai_Vadodara,Highway,Container,1921,0.84,Rain,0.596,5,0.23,3500,Same-Day,Evening Rush,Wednesday,57.711,24.0,57.711,1767.6,1,2024-01-17 20:00:00
SHP00154,Patna,Chennai,Surat,General Network,Patna_Chennai,City Road,Container,939,0.67,Cloudy,0.534,1,0.33,1100,Same-Day,Midday,Friday,45.689,24.0,45.689,847.6,1,2024-11-01 11:00:00
SHP00155,Lucknow,Vadodara,,General Network,Lucknow_Vadodara,Rural,Carting Vehicle,1223,0.97,Fog,0.914,0,0.83,2000,Standard,Evening Rush,Thursday,97.221,49.098,97.221,3659.0,1,2024-12-12 18:00:00
SHP00156,Kochi,Jaipur,Mumbai,General Network,Kochi_Jaipur,Expressway,FTL Truck,1762,0.67,Heavy Rain,0.762,0,0.9,800,Economy,Evening Rush,Tuesday,58.719,28.621,58.719,2410.3,0,2024-08-20 21:00:00
SHP00157,Bangalore,Chandigarh,Coimbatore,General Network,Bangalore_Chandigarh,Rural,Carting Vehicle,1199,0.97,Clear,0.926,3,0.86,4200,Economy,Morning Rush,Monday,72.389,49.125,72.389,2211.8,0,2024-06-24 07:00:00
SHP00158,Mumbai,Hyderabad,Bhopal,General Network,Mumbai_Hyderabad,City Road,FTL Truck,639,,Heavy Rain,0.81,5,0.54,5000,Economy,Afternoon,Sunday,67.787,25.83,67.787,2971.8,0,2024-12-01 17:00:00
SHP00159,Kolkata,Delhi,,Northern-Eastern Corridor,Kolkata_Delhi,Expressway,Carting Vehicle,97,0.49,Storm,0.402,0,0.27,3200,Same-Day,Afternoon,Sunday,3.782,2.807,3.782,145.2,0,2024-12-22 16:00:00
SHP00160,Bhopal,Hyderabad,Mumbai,General Network,Bhopal_Hyderabad,Expressway,Mini Truck,1386,0.18,Clear,0.444,0,0.84,1200,Express,Midday,Saturday,18.044,25.168,18.044,110.0,0,2024-03-09 10:00:00
SHP00161,Vadodara,Kolkata,,General Network,Vadodara_Kolkata,Expressway,Carting Vehicle,974,0.93,Rain,0.834,3,0.69,750,Express,Afternoon,Wednesday,32.903,20.177,32.903,1154.0,0,2024-08-07 16:00:00
SHP00162,Ahmedabad,Lucknow,,General Network,Ahmedabad_Lucknow,Highway,FTL Truck,954,0.86,Cloudy,0.808,2,0.73,2600,Same-Day,Morning Rush,Tuesday,20.427,18.07,20.427,510.1,0,2024-11-26 07:00:00
SHP00163,Ahmedabad,Coimbatore,Bangalore,General Network,Ahmedabad_Coimbatore,Expressway,Mini Truck,1579,0.67,Clear,0.506,0,0.26,2600,Express,Morning Rush,Thursday,26.191,27.74,26.191,463.4,0,2024-08-29 08:00:00
SHP00164,Mumbai,Lucknow,Nagpur,General Network,Mumbai_Lucknow,City Road,Mini Truck,1808,0.56,Clear,0.616,4,0.7,5000,Standard,Midday,Monday,85.041,72.0,85.041,1658.7,1,2024-11-11 10:00:00
SHP00165,Bangalore,Vizag,,General Network,Bangalore_Vizag,City Road,Mini Truck,369,0.63,Cloudy,0.702,5,0.81,4200,Same-Day,Morning Rush,Saturday,19.576,16.573,19.576,471.7,0,2024-08-10 09:00:00
SHP00166,Vadodara,Delhi,Lucknow,General Network,Vadodara_Delhi,Rural,FTL Truck,782,0.11,Storm,0.19,0,0.31,750,Express,Midday,Sunday,38.5,26.723,38.5,1267.3,0,2024-05-12 11:00:00
SHP00167,Chennai,Mumbai,,General Network,Chennai_Mumbai,Rural,Container,426,0.16,Heavy Rain,0.404,4,0.77,3500,Same-Day,Morning Rush,Friday,20.842,16.949,20.842,582.3,0,2024-05-10 09:00:00
SHP00168,Chennai,Jaipur,Lucknow,General Network,Chennai_Jaipur,Mixed,FTL Truck,705,0.32,Clear,0.424,3,0.58,3500,Standard,Evening Rush,Sunday,16.984,18.486,16.984,314.1,0,2024-12-01 19:00:00
SHP00169,Bhopal,Surat,Coimbatore,General Network,Bhopal_Surat,Rural,FTL Truck,1027,,Clear,0.698,1,0.92,1200,Same-Day,Afternoon,Saturday,30.071,24.0,30.071,434.9,1,2024-06-08 16:00:00
SHP00170,Mumbai,Indore,Bhopal,General Network,Mumbai_Indore,City Road,Container,914,0.32,Rain,0.388,3,0.49,5000,Same-Day,Morning Rush,Sunday,47.71,24.0,47.71,1019.2,1,2024-07-28 06:00:00
SHP00171,Mumbai,Nagpur,,General Network,Mumbai_Nagpur,Highway,Express Van,1830,0.19,Storm,0.362,1,0.62,5000,Economy,Night,Sunday,58.016,27.034,58.016,2287.5,0,2024-04-28 22:00:00
SHP00172,Nagpur,Chandigarh,,General Network,Nagpur_Chandigarh,Highway,Container,2408,0.22,Fog,0.476,0,0.86,1600,Standard,Afternoon,Monday,63.915,47.982,63.915,1710.2,0,2024-05-13 16:00:00
SHP00173,Indore,Surat,Jaipur,General Network,Indore_Surat,Rural,Carting Vehicle,2480,0.17,Heavy Rain,0.246,6,0.36,1400,Same-Day,Evening Rush,Tuesday,129.136,24.0,129.136,3339.3,1,2024-04-16 20:00:00
SHP00174,Chennai,Bangalore,Ahmedabad,Southern Corridor,Chennai_Bangalore,City Road,Container,692,0.14,Storm,0.432,2,,3500,Same-Day,Afternoon,Friday,50.538,24.0,50.538,1636.6,1,2024-01-26 15:00:00
SHP00175,Mumbai,Bhopal,,General Network,Mumbai_Bhopal,Expressway,FTL Truck,577,0.52,Fog,0.648,1,0.84,5000,Express,Morning Rush,Tuesday,13.198,10.498,13.198,427.4,0,2024-12-17 08:00:00
SHP00176,Jaipur,Bangalore,,General Network,Jaipur_Bangalore,Highway,Mini Truck,1445,0.83,Clear,0.606,6,0.27,2200,Express,Evening Rush,Sunday,32.457,27.762,32.457,743.2,0,2024-10-20 19:00:00
SHP00177,Indore,Coimbatore,Jaipur,General Network,Indore_Coimbatore,Highway,Carting Vehicle,1254,0.42,Heavy Rain,0.624,2,0.93,1400,Economy,Evening Rush,Monday,57.554,29.35,57.554,2199.2,0,2024-07-29 21:00:00
SHP00178,Indore,Hyderabad,Pune,General Network,Indore_Hyderabad,Expressway,Container,1580,0.82,Cloudy,0.888,6,0.99,1400,Express,Afternoon,Saturday,35.793,30.087,35.793,973.6,0,2024-09-14 16:00:00
SHP00179,Mumbai,Nagpur,,General Network,Mumbai_Nagpur,Mixed,Express Van,1581,0.15,Cloudy,0.486,4,0.99,5000,Standard,Midday,Monday,32.042,31.853,32.042,547.8,0,2024-01-29 13:00:00
SHP00180,Indore,Nagpur,,General Network,Indore_Nagpur,City Road,Container,217,0.39,Cloudy,0.55,2,0.79,1400,Express,Evening Rush,Saturday,11.752,12.735,11.752,267.5,0,2024-04-06 21:00:00
SHP00181,Kolkata,Coimbatore,Hyderabad,General Network,Kolkata_Coimbatore,Highway,Carting Vehicle,103,0.64,Clear,0.472,3,0.22,3200,Standard,Morning Rush,Friday,4.501,6.907,4.501,167.1,0,2024-06-14 07:00:00
SHP00182,Chennai,Vizag,Vadodara,General Network,Chennai_Vizag,Rural,Mini Truck,648,0.63,Clear,0.566,2,0.47,3500,Same-Day,Afternoon,Friday,22.083,24.0,22.083,365.0,0,2024-09-06 16:00:00
SHP00183,Vadodara,Nagpur,,General Network,Vadodara_Nagpur,City Road,Mini Truck,807,0.38,Storm,0.528,1,0.75,750,Express,Midday,Wednesday,68.438,38.165,68.438,2569.2,1,2024-01-17 11:00:00
SHP00184,Vadodara,Ahmedabad,,General Network,Vadodara_Ahmedabad,Mixed,Carting Vehicle,1398,0.4,Clear,0.344,2,0.26,750,Economy,Afternoon,Monday,47.698,44.673,47.698,997.9,0,2024-12-09 16:00:00
SHP00185,Jaipur,Pune,Vizag,General Network,Jaipur_Pune,City Road,Express Van,301,0.33,Storm,0.314,0,0.29,2200,Standard,Evening Rush,Friday,21.218,14.249,21.218,824.4,0,2024-06-28 18:00:00
SHP00186,Kochi,Ahmedabad,Coimbatore,General Network,Kochi_Ahmedabad,City Road,FTL Truck,404,0.37,Heavy Rain,0.402,0,0.45,800,Standard,Morning Rush,Monday,27.589,18.934,27.589,962.8,0,2024-10-07 08:00:00
SHP00187,Mumbai,Patna,,General Network,Mumbai_Patna,City Road,Carting Vehicle,1791,0.15,Fog,0.274,1,0.46,5000,Economy,Evening Rush,Friday,129.338,90.647,129.338,3666.6,1,2024-01-26 18:00:00
SHP00188,Chandigarh,Hyderabad,,General Network,Chandigarh_Hyderabad,Highway,Mini Truck,2059,0.18,Rain,0.452,5,0.86,1000,Standard,Evening Rush,Sunday,47.798,40.729,47.798,1152.0,0,2024-02-11 21:00:00
SHP00189,Lucknow,Bhopal,Chennai,General Network,Lucknow_Bhopal,Expressway,FTL Truck,1665,0.68,Heavy Rain,0.612,2,0.51,2000,Same-Day,Morning Rush,Tuesday,41.975,24.0,41.975,1466.9,1,2024-10-15 07:00:00
SHP00190,Bangalore,Indore,Patna,General Network,Bangalore_Indore,Mixed,Container,1828,0.15,Heavy Rain,0.294,4,0.51,4200,Express,Evening Rush,Tuesday,68.923,48.0,68.923,1984.8,1,2024-04-30 21:00:00
SHP00191,Delhi,Vizag,,General Network,Delhi_Vizag,Mixed,FTL Truck,959,0.95,Fog,0.794,1,0.56,4800,Express,Midday,Sunday,39.895,25.767,39.895,1434.7,0,2024-11-17 10:00:00
SHP00192,Jaipur,Nagpur,,General Network,Jaipur_Nagpur,Highway,Container,2237,0.46,Clear,0.46,2,0.46,2200,Economy,Night,Sunday,51.566,46.568,51.566,1120.1,0,2024-10-27 22:00:00
SHP00193,Chennai,Patna,,General Network,Chennai_Patna,City Road,FTL Truck,2295,0.61,Cloudy,0.478,2,0.28,3500,Standard,Afternoon,Friday,108.248,72.0,108.248,2560.6,1,2024-03-29 14:00:00
SHP00194,Vadodara,Indore,,General Network,Vadodara_Indore,Highway,Carting Vehicle,1606,0.14,Heavy Rain,0.316,2,0.58,750,Same-Day,Morning Rush,Sunday,46.57,24.0,46.57,1188.2,1,2024-09-08 09:00:00
SHP00195,Ahmedabad,Hyderabad,,General Network,Ahmedabad_Hyderabad,Rural,Express Van,457,0.34,,0.416,5,0.53,2600,Economy,Morning Rush,Wednesday,29.801,14.546,29.801,1258.2,0,2024-07-10 07:00:00
SHP00196,Kolkata,Bangalore,,General Network,Kolkata_Bangalore,Rural,Carting Vehicle,209,0.8,Storm,0.728,4,0.62,3200,Economy,Morning Rush,Tuesday,27.072,12.398,27.072,1252.8,0,2024-05-07 07:00:00
SHP00197,Nagpur,Pune,Lucknow,General Network,Nagpur_Pune,Rural,Container,220,0.46,Rain,0.652,5,0.94,1600,Economy,Afternoon,Friday,15.191,10.825,15.191,566.4,0,2024-06-28 17:00:00
SHP00198,Bangalore,Surat,,General Network,Bangalore_Surat,Highway,Carting Vehicle,1000,0.87,Heavy Rain,0.85,1,0.82,4200,Standard,Morning Rush,Thursday,52.459,24.305,52.459,2147.5,0,2024-01-11 06:00:00
SHP00199,Hyderabad,Pune,,General Network,Hyderabad_Pune,Mixed,Express Van,1234,0.65,Clear,0.77,5,0.95,3800,Express,Evening Rush,Monday,28.433,25.458,28.433,632.9,0,2024-09-23 18:00:00
SHP00200,Mumbai,Vizag,Kochi,General Network,Mumbai_Vizag,Rural,Express Van,1252,0.72,Fog,0.668,2,0.59,5000,Same-Day,Afternoon,Friday,49.721,24.0,49.721,1531.7,1,2024-11-29 15:00:00
SHP00201,Ahmedabad,Delhi,,General Network,Ahmedabad_Delhi,Mixed,Carting Vehicle,1168,0.75,Heavy Rain,0.738,2,0.72,2600,Same-Day,Midday,Monday,64.23,24.0,64.23,2296.4,1,2024-06-24 13:00:00
SHP00202,Chandigarh,Nagpur,Ahmedabad,General Network,Chandigarh_Nagpur,Mixed,Container,1174,0.26,Rain,0.268,1,0.28,1000,Express,Morning Rush,Thursday,35.952,33.644,35.952,775.9,0,2024-06-20 08:00:00
SHP00203,Lucknow,Patna,,General Network,Lucknow_Patna,Rural,Container,339,0.36,Rain,0.568,3,0.88,2000,Same-Day,Evening Rush,Saturday,16.548,14.523,16.548,461.1,0,2024-12-14 18:00:00
SHP00204,Bhopal,Delhi,Bangalore,General Network,Bhopal_Delhi,City Road,Express Van,686,0.47,Cloudy,0.546,3,0.66,1200,Express,Midday,Wednesday,25.831,23.48,25.831,527.2,0,2024-06-19 11:00:00
SHP00205,Mumbai,Chandigarh,,General Network,Mumbai_Chandigarh,Rural,Container,448,0.79,Cloudy,0.71,6,0.59,5000,Express,Midday,Saturday,21.68,17.759,21.68,598.1,0,2024-01-20 12:00:00
SHP00206,Mumbai,Nagpur,,General Network,Mumbai_Nagpur,Mixed,FTL Truck,1509,0.66,Cloudy,0.556,5,0.4,5000,Standard,Morning Rush,Tuesday,44.263,36.05,44.263,1146.8,0,2024-03-26 08:00:00
SHP00207,Lucknow,Surat,Mumbai,General Network,Lucknow_Surat,Expressway,Mini Truck,2109,0.9,Storm,0.94,2,1.0,2000,Same-Day,Midday,Wednesday,81.31,24.0,81.31,3398.6,1,2024-04-24 10:00:00
SHP00208,Kochi,Coimbatore,Chennai,General Network,Kochi_Coimbatore,City Road,FTL Truck,2309,0.44,Clear,0.548,6,0.71,800,Same-Day,Morning Rush,Saturday,77.86,24.0,77.86,713.3,1,2024-11-30 06:00:00
SHP00209,Bhopal,Chandigarh,,General Network,Bhopal_Chandigarh,Expressway,Mini Truck,137,0.73,Clear,0.582,5,0.36,1200,Same-Day,Morning Rush,Friday,3.59,5.886,3.59,119.2,0,2024-08-02 09:00:00
SHP00210,Vadodara,Chennai,,General Network,Vadodara_Chennai,Rural,Mini Truck,2234,0.28,Clear,0.312,2,0.36,750,Standard,Evening Rush,Monday,68.405,72.0,68.405,794.7,0,2024-10-07 21:00:00
SHP00211,Chandigarh,Surat,,General Network,Chandigarh_Surat,City Road,FTL Truck,2112,0.92,Clear,0.9,5,0.87,1000,Standard,Midday,Monday,108.721,72.0,108.721,2902.7,1,2024-11-25 13:00:00
SHP00212,Lucknow,Jaipur,,General Network,Lucknow_Jaipur,Expressway,Carting Vehicle,1387,0.89,Clear,0.886,2,0.88,2000,Standard,Morning Rush,Wednesday,34.912,29.339,34.912,926.7,0,2024-01-24 06:00:00
SHP00213,Kolkata,Nagpur,Delhi,General Network,Kolkata_Nagpur,Rural,FTL Truck,1746,0.44,Heavy Rain,0.452,0,0.47,3200,Same-Day,Midday,Thursday,80.182,24.0,80.182,2482.9,1,2024-11-28 11:00:00
SHP00214,Kolkata,Chennai,,General Network,Kolkata_Chennai,Expressway,Container,1587,0.71,Fog,0.566,3,0.35,3200,Economy,Evening Rush,Thursday,53.197,29.903,53.197,2012.6,0,2024-03-07 21:00:00
SHP00215,Chennai,Patna,,General Network,Chennai_Patna,Expressway,Express Van,2265,0.69,Clear,0.498,6,0.21,3500,Standard,Morning Rush,Wednesday,35.418,30.028,35.418,881.1,0,2024-12-18 09:00:00
SHP00216,Ahmedabad,Coimbatore,Vizag,General Network,Ahmedabad_Coimbatore,Rural,Carting Vehicle,303,0.86,Storm,0.776,4,0.65,2600,Economy,Midday,Tuesday,39.172,16.066,39.172,1811.7,0,2024-09-10 11:00:00
SHP00217,Surat,Ahmedabad,,General Network,Surat_Ahmedabad,Rural,Container,1047,0.3,Rain,0.464,3,0.71,1800,Standard,Evening Rush,Friday,48.896,38.373,48.896,1291.4,0,2024-03-01 21:00:00
SHP00218,Mumbai,Hyderabad,,General Network,Mumbai_Hyderabad,Expressway,Container,1359,0.59,Heavy Rain,0.698,6,0.86,5000,Standard,Afternoon,Sunday,47.987,24.703,47.987,1869.4,0,2024-06-23 17:00:00
SHP00219,Ahmedabad,Chandigarh,Kolkata,General Network,Ahmedabad_Chandigarh,Rural,Express Van,988,0.74,Fog,0.56,6,0.29,2600,Economy,Morning Rush,Wednesday,53.505,27.907,53.505,2064.8,0,2024-12-25 09:00:00
SHP00220,Chandigarh,Hyderabad,Chennai,General Network,Chandigarh_Hyderabad,Expressway,Container,1702,0.28,Clear,0.288,6,0.3,1000,Same-Day,Evening Rush,Sunday,24.281,24.0,24.281,192.2,1,2024-02-25 19:00:00
SHP00221,Patna,Chandigarh,Surat,General Network,Patna_Chandigarh,Mixed,Mini Truck,1889,0.1,Fog,0.376,4,0.79,1100,Express,Morning Rush,Wednesday,54.477,48.0,54.477,1169.8,1,2024-03-06 09:00:00
SHP00222,Coimbatore,Indore,,General Network,Coimbatore_Indore,Expressway,Express Van,1942,0.46,Fog,0.464,2,0.47,900,Express,Afternoon,Thursday,34.47,27.654,34.47,1001.6,0,2024-09-19 15:00:00
SHP00223,Vizag,Surat,,General Network,Vizag_Surat,Mixed,Carting Vehicle,1502,0.29,Storm,0.482,5,0.77,850,Express,Morning Rush,Friday,86.93,47.168,86.93,3213.2,1,2024-06-14 09:00:00
SHP00224,Vizag,Chandigarh,Kolkata,General Network,Vizag_Chandigarh,Mixed,Container,165,0.36,Fog,0.568,6,0.88,850,Economy,Midday,Monday,9.076,5.418,9.076,350.4,0,2024-01-29 12:00:00
SHP00225,Lucknow,Jaipur,,General Network,Lucknow_Jaipur,City Road,Carting Vehicle,1939,0.78,Clear,0.56,6,0.23,2000,Same-Day,Midday,Thursday,104.347,24.0,104.347,1828.8,1,2024-07-18 13:00:00
SHP00226,Lucknow,Delhi,,UP Corridor,Lucknow_Delhi,Expressway,Express Van,1121,0.97,Heavy Rain,0.678,5,0.24,2000,Economy,Afternoon,Thursday,38.895,17.82,38.895,1718.1,0,2024-04-25 17:00:00
SHP00227,Vizag,Pune,Hyderabad,General Network,Vizag_Pune,City Road,Carting Vehicle,2191,0.99,Rain,0.698,1,0.26,850,Economy,Morning Rush,Friday,234.935,111.843,234.935,9088.1,1,2024-05-10 06:00:00
SHP00228,Delhi,Kolkata,,Northern-Eastern Corridor,Delhi_Kolkata,Rural,Container,2460,,Fog,0.692,6,0.44,4800,Standard,Midday,Monday,165.197,72.0,165.197,6053.0,1,2024-04-22 11:00:00
SHP00229,Coimbatore,Kolkata,Indore,General Network,Coimbatore_Kolkata,Expressway,FTL Truck,1460,,,0.61,5,0.91,900,Economy,Morning Rush,Thursday,36.489,24.965,36.489,1267.2,0,2024-11-28 06:00:00
SHP00230,Patna,Ahmedabad,,General Network,Patna_Ahmedabad,Mixed,FTL Truck,568,0.71,Fog,0.61,6,0.46,1100,Express,Afternoon,Saturday,22.34,13.405,22.34,772.4,0,2024-09-21 17:00:00
SHP00231,Coimbatore,Patna,,General Network,Coimbatore_Patna,Expressway,Carting Vehicle,799,0.39,Clear,0.342,0,0.27,900,Same-Day,Evening Rush,Monday,12.913,16.431,12.913,102.0,0,2024-12-16 19:00:00
SHP00232,Pune,Kochi,,General Network,Pune_Kochi,Expressway,Carting Vehicle,442,0.12,Storm,0.38,0,0.77,2800,Standard,Midday,Monday,16.364,11.297,16.364,609.7,0,2024-10-21 13:00:00
SHP00233,Bhopal,Indore,,General Network,Bhopal_Indore,Expressway,Mini Truck,2270,0.38,Storm,0.432,0,0.51,1200,Economy,Afternoon,Wednesday,85.891,38.318,85.891,3560.5,0,2024-02-07 17:00:00
SHP00234,Chennai,Surat,,General Network,Chennai_Surat,Rural,Express Van,236,0.79,Fog,0.694,3,0.55,3500,Standard,Afternoon,Sunday,11.903,9.916,11.903,440.5,0,2024-10-06 15:00:00
